i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
1557,4359,pop_9_op_m2_n8_250818_113900,pop_6_op_e2_n11_250825_151150,0.03641387,0.10306999
246,809,pop_11_op_m2_n11_250818_191239,pop_19_op_e1_n19_250819_223305,0.0007974197,0.05770001
2661,3687,pop_4_op_e1_n19_250821_151858,pop_16_op_e1_n13_251114_103613,0.010125108,2.9217
2455,3227,pop_1_op_e2_n5_250821_134426,pop_10_op_e1_n17_250825_181006,0.0551862,0.44819003
46,85,pop_0_op_i1_n13_250815_103638,pop_0_op_m1_n5_250815_142421,0.048161,9.530499
832,3187,pop_19_op_e2_n3_250819_232713,pop_0_op_m1_n17_250825_104303,0.05818308,2.5464401
1838,4235,pop_12_op_e2_n10_250821_212419,pop_4_op_m1_n2_250825_135850,0.06395137,0.33045998
638,1948,pop_16_op_m2_n2_250819_135235,pop_13_op_m2_n0_250821_223431,0.03809243,8.45574
1652,4413,pop_0_op_m2_n13_250821_131401,pop_6_op_m2_n9_250825_152655,0.0689797,0.43278998
684,1937,pop_17_op_m1_n11_250819_163859,pop_13_op_m1_n17_250821_222218,0.011270798,0.12413001
359,4166,pop_13_op_e2_n10_250819_003818,pop_3_op_m2_n0_250825_132000,0.06700171,0.22725001
570,2783,pop_15_op_m2_n9_250819_095755,pop_5_op_m2_n13_250821_162839,0.015432499,0.055159986
311,1529,pop_12_op_m1_n1_250818_214935,pop_9_op_m1_n19_250818_104712,0.016482716,0.89717
1402,3619,pop_7_op_m2_n6_250818_030647,pop_15_op_e1_n3_250825_230244,0.066541165,0.48004997
85,1788,pop_0_op_m1_n5_250815_142421,pop_11_op_m1_n19_250821_204759,0.015246248,0.71793
2064,2773,pop_15_op_e2_n14_250821_233607,pop_5_op_m1_n4_250821_162031,0.04351697,8.51563
2233,3175,pop_17_op_m1_n11_250822_022054,pop_0_op_i1_n8_250825_093130,0.036408864,8.43978
