i,j,heuristic_i,heuristic_j,distance_struct,distance_perf
448,676,pop_14_op_e1_n3_251005_200841,pop_17_op_e1_n11_251006_012645,0.004646897,0.60006
1577,1829,pop_9_op_e2_n7_251005_105346,pop_11_op_e1_n3_251008_164953,0.0031263258,0.0
3820,4819,pop_15_op_m2_n13_251024_091905,pop_9_op_m1_n0_251023_232311,0.0012969326,0.48528004
1552,2534,pop_9_op_e1_n1_251005_102726,pop_19_op_m2_n8_251009_115625,0.01008765,0.87437
64,2721,pop_0_op_i1_n2_251004_184152,pop_3_op_e2_n19_251008_010745,0.011881317,0.32989
2094,4052,pop_14_op_e2_n8_251009_003531,pop_18_op_m2_n12_251024_140109,0.01998881,1.27818
1422,4531,pop_7_op_e2_n9_251005_072556,pop_5_op_m2_n15_251023_172151,0.019034399,0.16348004
2905,3184,pop_5_op_m1_n4_251008_051436,pop_9_op_e1_n4_251008_115314,0.011091448,1.11953
3075,3084,pop_7_op_m2_n13_251008_092925,pop_7_op_m2_n3_251008_092925,0.010489888,1.44104
1704,4363,pop_0_op_m1_n17_251007_201332,pop_3_op_m1_n7_251022_062215,0.009039713,0.52489996
1745,3001,pop_10_op_e1_n18_251008_135036,pop_6_op_m2_n19_251008_073409,0.030886933,0.35774994
4440,4833,pop_4_op_m1_n4_251023_152118,pop_9_op_m1_n5_251023_232311,0.0107091805,0.22301996
4015,4168,pop_18_op_e2_n15_251024_131504,pop_1_op_e2_n11_251018_185448,0.0074090147,0.77301
382,2421,pop_13_op_e2_n15_251005_175123,pop_18_op_m1_n14_251009_092244,0.013701005,1.60895
1521,1905,pop_8_op_m1_n9_251005_093415,pop_12_op_e1_n18_251008_185635,0.03041509,1.19858
914,1868,pop_1_op_e1_n15_251004_203346,pop_11_op_m1_n2_251008_175342,0.011645364,0.0
14,52,pop_0_op_e1_n4_251004_190649,pop_0_op_i1_n15_251004_181821,0.008929787,0.32989
877,2347,pop_19_op_m1_n18_251006_055659,pop_17_op_m1_n1_251009_071749,0.0056791496,1.2161001
2690,3702,pop_2_op_m2_n8_251008_001242,pop_14_op_e2_n12_251024_065552,0.0079370085,0.40164995
1710,3277,pop_0_op_m1_n4_251007_201332,pop_0_op_e2_n17_251017_094358,0.018797114,0.0
718,3911,pop_17_op_m1_n14_251006_022111,pop_16_op_m2_n6_251024_105213,0.023691067,0.24161994
1396,1783,pop_7_op_e1_n3_251005_065816,pop_10_op_m1_n16_251008_154720,0.006527719,0.42885995
810,1334,pop_18_op_m2_n0_251006_043605,pop_6_op_e2_n1_251005_053747,0.0027927724,0.79709005
